title
"title: What the Jatt!!;actors: Harish Verma, Isha Rikhi, Vipul Roy, Binnu Dhillon, Poonam Rajput, B.N. Sharma, Satti Sembi;release_year: 2015;rating: TV-PG;description: A peasant from Punjab and his best friend pose as detectives, filmmakers and more while trying to retrieve stolen money in this romantic comedy.;"
"title: Zindagi Kitni Haseen Hay;actors: Feroze Khan, Sajal Ali, Jibrayl Ahmed Rajput, Alyy Khan, Shafqat Cheema, Nayyar Ejaz, Rashid Farooqi;release_year: 2016;rating: TV-14;description: Two young parents struggle to keep their marriage afloat and their son protected amidst financial woes, career goals and clashes of ego.;"
"title: Big Miracle;actors: Drew Barrymore, John Krasinski, Kristen Bell, Dermot Mulroney, Tim Blake Nelson, Vinessa Shaw, Ted Danson, Stephen Root, Rob Riggle, Michael Gaston;release_year: 2012;rating: PG;description: After a reporter writes about whales trapped in the Arctic Circle, the U.S. and U.S.S.R. team up to rescue them in this tale inspired by true events.;"
"title: Paradise Lost;actors: Júlio Andrade, Lee Taylor, Hermila Guedes, Julia Konrad, Erasmo Carlos, Marjorie Estiano, Seu Jorge, Jaloo, Felipe Abib, Humberto Carrão, Malu Galli;release_year: 2018;rating: TV-MA;description: A cop moonlights as the bodyguard for a young drag queen at a nightclub, and grows closer to the family of misfit singers that perform there.;"
"title: Animal World;actors: Li Yi Feng, Zhou Dongyu, Michael Douglas, Bingkun Cao, Ge Wang, Keanu Chi, Zhang Jungyi, Yijuan Li, Su Ke;release_year: 2018;rating: TV-MA;description: An unlucky, debt-ridden teen resorts to his math skills when he's forced into a deadly tournament of rock-paper-scissors run by a diabolical host.;"
"title: Hold the Dark;actors: Jeffrey Wright, Alexander Skarsgård, James Badge Dale, Riley Keough, Julian Black Antelope, Tantoo Cardinal, Macon Blair, Jonathan Whitesell, Peter McRobbie;release_year: 2018;rating: TV-MA;description: In the grim Alaskan winter, a naturalist hunts for wolves blamed for killing a local boy, but he soon finds himself swept into a chilling mystery.;"
"title: Lessons from a School Shooting: Notes from Dunblane;actors: empty;release_year: 2018;rating: TV-14;description: Two priests – one from Dunblane, Scotland, the other from Newtown, Connecticut – bond over school tragedies that occurred 16 years apart.;"
"title: Made in Mexico;actors: empty;release_year: 2018;rating: TV-MA;description: These Mexico City socialites may lead opulent lives, but a peek behind the curtain reveals a tangled web of intrigue, envy and personal struggles.;"
"title: Reboot: The Guardian Code;actors: Ty Wood, Sydney Scotia, Ajay Friese, Gabriel Darku, Hannah Vandenbygaart, Timothy E. Brummund, Bob Frazer, Octavian Kaul, Nicholas Lea, Kirsten Robek, Alex Zahara;release_year: 2018;rating: TV-Y7;description: Four tech-savvy teens hone their skills as cyber-superheroes in a series of secret missions to save the world.;"
"title: Skylanders Academy;actors: Justin Long, Ashley Tisdale, Jonathan Banks, Chris Diamantopoulos, Bobcat Goldthwait, Richard Steven Horvitz, Norm MacDonald, Daniel Middleton, Catherine O'Hara, Parker Posey, Jonny Rees, Jason Ritter, Susan Sarandon, Harland Williams, Daniel Wu, Dee Bradley Baker, Chris Cox, Jim Cummings, Felicia Day, John DiMaggio, Grey Griffin;release_year: 2018;rating: TV-Y7;description: Travel the vast Skylander universe in this animated series as a ragtag group of academy graduates build trust and heart in their fight against evil.;"
"title: The 3rd Eye;actors: Jessica Mila, Denny Sumargo, Citra Prima, Bianca Hello, Epy Kusnandar, Anita Hara, Derry Drajat, Voke Victoria, Shofia Shireen, Afdhal Yusman;release_year: 2018;rating: TV-MA;description: When her little sister claims she sees the dead, Alia consults a psychic, who opens her own eyes to the vengeful ghosts haunting their childhood home.;"
title: Two Catalonias;actors: empty;release_year: 2018;rating: TV-MA;description: Lawmakers and activists with conflicting ideologies speak about the complexities of Catalonia's politics and the fight for its independence from Spain.;
"title: In Darkness;actors: Natalie Dormer, Ed Skrein, Emily Ratajkowski, Neil Maskell, Jan Bijvoet, James Cosmo, Joely Richardson;release_year: 2018;rating: TV-MA;description: A blind pianist fears for her life after the suspicious death of her neighbor, the daughter of a businessman accused of war crimes.;"
"title: Battlefish;actors: empty;release_year: 2018;rating: TV-MA;description: Over the course of a fishing season, tough men and women pursue lucrative albacore tuna in the competitive waters off the Oregon coast.;"
"title: DRAGON PILOT: Hisone & Masotan;actors: Misaki Kuno, Tomoyo Kurosawa, Maki Kawase, Satomi Arai, Kaori Nazuka, Romi Park, Yuki Kaji, Yukitoshi Tokumoto, Rie Kugimiya, Junichi Suwabe, Jouji Nakata;release_year: 2018;rating: TV-14;description: Recently stationed Air Self-Defense Force rookie Hisone Amakasu is chosen by a dragon concealed within Gifu Air Base to be his pilot.;"
"title: Maniac;actors: Emma Stone, Jonah Hill, Justin Theroux, Sally Field, Gabriel Byrne, Sonoya Mizuno, Julia Garner, Billy Magnussen, Jemima Kirke;release_year: 2018;rating: TV-MA;description: Two struggling strangers connect during a mind-bending pharmaceutical trial involving a doctor with mother issues and an emotionally complex computer.;"
"title: Quincy;actors: Quincy Jones;release_year: 2018;rating: TV-MA;description: This documentary profiles music and culture icon Quincy Jones, offering unprecedented access to his private life and stories from his unparalleled career.;"
"title: Rafinha Bastos: Ultimatum;actors: Rafinha Bastos;release_year: 2018;rating: TV-MA;description: An off-color joke nearly cost him everything. Brazilian comic Rafinha Bastos talks about that and much more, from his divorce to finding love again.;"
"title: The Good Cop;actors: Tony Danza, Josh Groban, Monica Barbaro, Isiah Whitlock Jr.;release_year: 2018;rating: TV-14;description: When he's not solving murders, a pathologically honest detective tries to keep an eye on his crooked but kindhearted dad.;"
"title: Mobile Suit Gundam UC;actors: Kouki Uchiyama, Ayumi Fujimura, Hiro Shimono, Haruka Tomatsu, Daisuke Namikawa, Megumi Toyoguchi, Yuhko Kaida, Shuichi Ikeda, Tetsuya Kakihara;release_year: 2014;rating: TV-PG;description: When Banagher Links meets the mysterious Audrey Burne, he inherits the Unicorn Gundam and is swept up into the battle for space colony independence.;"
"title: Transformers: Rescue Bots;actors: Lacey Chabert, Elan Garfias, Maurice LaMarche, Jason Marsden, Shannon McKain, Steve Blum, Parvesh Cheena, D.C. Douglas, Imari Williams, LeVar Burton, Diamond White;release_year: 2016;rating: TV-Y7;description: Follow the adventure of four young transformers, Heatwave, Chase, Blades and Boulder, and their human counterparts: a family of emergency responders.;"
"title: Al Hayba;actors: Taim Hasan, Nadine Nassib Njeim, Abdo Chahine, Oweiss Mkhallalati, Mona Wassef;release_year: 2017;rating: TV-14;description: In a village by the Lebanon-Syria border, the head of an arms-smuggling clan contends with family conflicts, power struggles and complicated love.;"
"title: American Vandal;actors: Tyler Alvarez, Griffin Gluck, Jimmy Tatro, Camille Hyde, Lou Wilson, Eduardo Franco, Jessica Juarez, Camille Ramsey, Calum Worthy, G. Hannelius, Karly Rothenberg;release_year: 2018;rating: TV-MA;description: A high school is rocked by an act of vandalism, but the top suspect pleads innocence and finds an ally in a filmmaker. A satirical true crime mystery.;"
"title: Boca Juniors Confidential;actors: empty;release_year: 2018;rating: TV-PG;description: Players, fans and staff of soccer powerhouse Boca Juniors provide an exclusive, behind-the-scenes look at Argentina's legendary club.;"
"title: Ingobernable;actors: Kate del Castillo, Eréndira Ibarra, Alberto Guerra, Erik Hayser, Luis Roberto Guzmán, Álvaro Guerrero, Aida López, Fernando Luján, Maxi Iglesias, Marianna Burelli, Maria del Carmen Farías, Tamara Mazarraza, Marina de Tavira, Marco Antonio Treviño, Alicia Jaziz, Harold Torres, Alessio Valentini, Diego Cadavid, Hernán Del Riego;release_year: 2018;rating: TV-MA;description: The first lady of Mexico is a woman of conviction and ideals. But when she loses faith in her husband, she'll need all her strength to uncover the truth.;"
title: Norm Macdonald Has a Show;actors: empty;release_year: 2018;rating: TV-MA;description: Comedian Norm Macdonald hosts his celebrity friends for casual conversations that range from silly to serious and take many unexpected turns.;
"title: Super Monsters Monster Party;actors: Elyse Maloway, Vincent Tong, Erin Matthews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Ian James Corlett, Britt McKillip, Kathleen Barr, Diana Kaarina;release_year: 2018;rating: TV-Y;description: Sing along and move to this groovy collection of music videos featuring monster friends Katya, Lobo, Zoe, Drac, Cleo and Frankie!;"
"title: The Angel;actors: Marwan Kenzari, Hannah Ware, Toby Kebbell, Waleed Zuaiter, Maisa Abd Elhadi, Sasson Gabai, Mickey Leon, Ori Pfeffer, Slimane Dazi;release_year: 2018;rating: TV-MA;description: As his country prepares for war, top Egyptian official Ashraf Marwan makes contact with Israel and wades into a shadowy game of high-stakes espionage.;"
"title: The Land of Steady Habits;actors: Ben Mendelsohn, Edie Falco, Connie Britton, Thomas Mann, Bill Camp, Elizabeth Marvel, Charlie Tahan, Michael Gaston, Josh Pais;release_year: 2018;rating: TV-MA;description: After leaving his wife and his job to find happiness, Anders begins a clumsy, heartbreaking quest to reassemble the pieces of his fractured life.;"
"title: The Rise of Phoenixes;actors: Chen Kun, Ni Ni, Zhao Lixin, Ni Dahong, Yuan Hong, Wang Ou, Bai Jinting, Zhang Xiaochen, Mei Ting, Liu Mintao, Yu Mingjia, Hou Yansong, Hai Yitian, Shi An, Shao Tong;release_year: 2018;rating: TV-14;description: When a secret from the past rears its head, a respected court scholar must choose between avenging her family and staying true to the prince she loves.;"
"title: Reversing Roe;actors: Ricki Stern, Annie Sundberg;release_year: 2018;rating: TV-14;description: Through interviews with abortion rights supporters and opponents, this film lifts the lid on a decades-long political campaign to overturn Roe v. Wade.;"
"title: Life;actors: Lee Dong-wook, Cho Seung-woo, Won Jin-ah, Lee Kyu-hyung, Moon Sung-keun, Yoo Jae-myung, Moon So-ri, Chun Ho-jin;release_year: 2018;rating: TV-MA;description: At Korea's top university medical center, ideals and interests collide between a patient-centered ER doctor and the hospital's newly-appointed CEO.;"
"title: On My Skin;actors: Alessandro Borghi, Jasmine Trinca, Milvia Marigliano, Max Tortora;release_year: 2018;rating: TV-MA;description: Arrested in Rome for a drug-related offense, Stefano Cucchi endures a harrowing week in custody that changes his family forever. Based on true events.;"
"title: Daniel Sloss: Live Shows;actors: Daniel Sloss;release_year: 2018;rating: TV-MA;description: Comedian Daniel Sloss is ready to find the funny in some very dark topics, from the deeply personal to the truly irreverent.;"
"title: If I were an Animal;actors: Zachary Young, Fleur Delahunty;release_year: 2018;rating: TV-G;description: Curious kids Emma and her big brother Tim observe different animals as they make their way through various life milestones, from birth to adulthood.;"
"title: The Resistance Banker;actors: Barry Atsma, Jacob Derwig, Pierre Bokma, Jaap Spijkers, Raymond Thiry, Fockeline Ouwerkerk, Matteo van der Grijn, Jochum ten Haaf, Peter Jordan, Götz Schubert;release_year: 2018;rating: TV-MA;description: Risking his family and future, a banker in occupied Amsterdam slows the Nazi war machine by creating an underground bank to fund the resistance.;"
"title: Show Me the Money;actors: Afdlin Shauki, Patrick Teoh, Mano Maniam, Rashid Salleh, Soefira Jaafar, Nell Ng, Juliana Ibrahim, Wandy She;release_year: 2004;rating: TV-14;description: Four ordinary family members find their lives turned upside down when they become overnight millionaires thanks to an unlikely benefactor.;"
"title: Transformers Prime;actors: Peter Cullen, Sumalee Montano, Frank Welker, Jeffrey Combs, Kevin Michael Richardson, Tania Gunadi, Josh Keaton, Steve Blum, Andy Pessoa, Ernie Hudson, Daran Norris, Will Friedle;release_year: 2013;rating: TV-Y7;description: With the help of three human allies, the Autobots once again protect Earth from the onslaught of the Decepticons and their leader, Megatron.;"
"title: Transformers: Robots in Disguise;actors: Will Friedle, Darren Criss, Constance Zimmer, Khary Payton, Mitchell Whitfield, Stuart Allan, Ted McGinley, Peter Cullen;release_year: 2016;rating: TV-Y7;description: When a prison ship crash unleashes hundreds of Decepticons on Earth, Bumblebee leads a new Autobot force to protect humankind.;"
"title: City of Joy;actors: empty;release_year: 2018;rating: TV-MA;description: Women who've been sexually brutalized in war-torn Congo begin to heal at City of Joy, a center that helps them regain a sense of self and empowerment.;"
title: First and Last;actors: empty;release_year: 2018;rating: TV-MA;description: Take an intimate look at the emotionally charged first and last days of new and soon-to-be released inmates at Georgia's Gwinnett County Jail.;
"title: Marvel's Iron Fist;actors: Finn Jones, Jessica Henwick, David Wenham, Jessica Stroup, Tom Pelphrey;release_year: 2018;rating: TV-MA;description: Danny Rand resurfaces 15 years after being presumed dead. Now, with the power of the Iron Fist, he seeks to reclaim his past and fulfill his destiny.;"
"title: Next Gen;actors: John Krasinski, Charlyne Yi, Jason Sudeikis, Michael Peña, David Cross, Constance Wu;release_year: 2018;rating: TV-PG;description: When lonely Mai forms an unlikely bond with a top-secret robot, they embark on an intense, action-packed adventure to foil the plot of a vicious villain.;"
"title: Sierra Burgess Is A Loser;actors: Shannon Purser, Kristine Froseth, RJ Cyler, Noah Centineo, Loretta Devine, Giorgia Whigham, Alice Lee, Lea Thompson, Alan Ruck, Mary Pat Gleason, Chrissy Metz;release_year: 2018;rating: PG-13;description: A wrong-number text sparks a virtual romance between a smart but unpopular teen and a sweet jock who thinks he's talking to a gorgeous cheerleader.;"
